arm_id,arm_code,architecture,class,f1_median,f1_q1,f1_q3,precision_median,recall_median
distributed-su-rvnd-bitflip,SU-RVND-BF,distributed,high_StNum,0.999499874969,0.999499874969,0.99953112105725,0.999749874937,0.99925
distributed-su-rvnd-bitflip,SU-RVND-BF,distributed,injection,0.9982471516214999,0.99762202753425,0.99852962711175,0.999624028657,0.99675
distributed-su-rvnd-bitflip,SU-RVND-BF,distributed,inverse_replay,0.996998874531,0.9968753899905001,0.9972170888445,0.997497184293,0.9966250000000001
distributed-su-rvnd-bitflip,SU-RVND-BF,distributed,masquerade_fake_fault,0.998250655758,0.99809522926825,0.99843791388625,0.9977526216295001,0.99875
distributed-su-rvnd-bitflip,SU-RVND-BF,distributed,masquerade_fake_normal,0.995747342089,0.9954663140065,0.9963742966995,0.9964969343245,0.99525
distributed-su-rvnd-bitflip,SU-RVND-BF,distributed,normal,0.8414736969645,0.83929234833375,0.842379107806,0.8063113785189999,0.8803125
distributed-su-rvnd-bitflip,SU-RVND-BF,distributed,poisoned_high_rate,0.999625046869,0.9994065349657499,0.999625046869,0.999500124969,0.99975
distributed-su-rvnd-bitflip,SU-RVND-BF,distributed,random_replay,0.9379555309725,0.93693254271225,0.9395249467955,0.956812715562,0.921875
distributed-su-rvnd-iwss,SU-RVND-IWSS,distributed,grayhole,0.7086721875895,0.69324077481075,0.7155493083522501,0.736628533456,0.680125
distributed-su-rvnd-iwss,SU-RVND-IWSS,distributed,high_StNum,0.999499874969,0.9985004684457499,0.999499874969,0.999749874937,0.99925
distributed-su-rvnd-iwss,SU-RVND-IWSS,distributed,injection,0.9983723393755,0.99812265322825,0.998529086658,0.9998747181159999,0.997
distributed-su-rvnd-iwss,SU-RVND-IWSS,distributed,inverse_replay,0.9968741870935001,0.99671742515825,0.9971561755755001,0.997246213155,0.9966250000000001
distributed-su-rvnd-iwss,SU-RVND-IWSS,distributed,masquerade_fake_fault,0.998687913927,0.9983449092035,0.998875140607,0.9983760305705001,0.999
