arm_id,arm_code,architecture,class,f1_median,f1_q1,f1_q3,precision_median,recall_median
distributed-su-rvnd-iwss,SU-RVND-IWSS,distributed,masquerade_fake_normal,0.995810647602,0.9949591880665001,0.996310725555,0.99649737303,0.995375
distributed-su-rvnd-iwss,SU-RVND-IWSS,distributed,normal,0.839086592654,0.8366780654925,0.84031652444575,0.8159834179450001,0.8655625
distributed-su-rvnd-iwss,SU-RVND-IWSS,distributed,poisoned_high_rate,0.999625046869,0.9995625546805,0.999625046869,0.999500124969,0.99975
distributed-su-rvnd-iwss,SU-RVND-IWSS,distributed,random_replay,0.9384918250855,0.9363371509435,0.941570417368,0.957670890343,0.9195
distributed-su-rvnd-iwssr,SU-RVND-IWSSR,distributed,grayhole,0.7023068591435,0.696259113272,0.711480447375,0.7564731484785,0.651125
distributed-su-rvnd-iwssr,SU-RVND-IWSSR,distributed,high_StNum,0.999499874969,0.999499874969,0.999499874969,0.999749874937,0.99925
distributed-su-rvnd-iwssr,SU-RVND-IWSSR,distributed,injection,0.998623106772,0.9985290631117499,0.9986547757245,0.9998747808665001,0.99725
distributed-su-rvnd-iwssr,SU-RVND-IWSSR,distributed,inverse_replay,0.996871479632,0.99671620457825,0.99693581125925,0.997497497341,0.9961249999999999
distributed-su-rvnd-iwssr,SU-RVND-IWSSR,distributed,masquerade_fake_fault,0.9981889753535,0.9980018732204999,0.998500749625,0.9973792742380001,0.999
distributed-su-rvnd-iwssr,SU-RVND-IWSSR,distributed,masquerade_fake_normal,0.9957473105335,0.9954295016282501,0.99621212334875,0.996993230059,0.994375
distributed-su-rvnd-iwssr,SU-RVND-IWSSR,distributed,normal,0.840639635869,0.8356452001955,0.844320058071,0.8084043675854999,0.8791249999999999
distributed-su-rvnd-iwssr,SU-RVND-IWSSR,distributed,poisoned_high_rate,0.999625046869,0.999625046869,0.999625046869,0.999500124969,0.99975
distributed-su-rvnd-iwssr,SU-RVND-IWSSR,distributed,random_replay,0.9381240790235,0.93448589338075,0.93997511827475,0.954822555881,0.9225
distributed-su-vnd-bitflip,SU-VND-BF,distributed,grayhole,0.56581102602,0.5306450473365,0.7243140063405,0.6445183600035,0.5525
distributed-su-vnd-bitflip,SU-VND-BF,distributed,high_StNum,0.958368177841,0.949045850271,0.981939669024,0.9843544296485,0.952875
distributed-su-vnd-bitflip,SU-VND-BF,distributed,injection,0.9655391466215,0.9429861558749999,0.992950654582,0.951759508697,0.97875
distributed-su-vnd-bitflip,SU-VND-BF,distributed,inverse_replay,0.9639594369060001,0.9600066949792501,0.9765356252599999,0.9537991605795,0.97675
distributed-su-vnd-bitflip,SU-VND-BF,distributed,masquerade_fake_fault,0.9772625434565,0.9610775109480001,0.98478047323325,0.966277970827,0.9884999999999999
distributed-su-vnd-bitflip,SU-VND-BF,distributed,masquerade_fake_normal,0.987744963473,0.9625491296865,0.9905843233064999,0.9925655177055,0.9815
distributed-su-vnd-bitflip,SU-VND-BF,distributed,normal,0.7752244571795,0.7606401091445,0.815893612952,0.73488835223,0.8250625
distributed-su-vnd-bitflip,SU-VND-BF,distributed,poisoned_high_rate,0.977713975309,0.9744545474172499,0.9879455499945,0.9948907272130001,0.964125
distributed-su-vnd-bitflip,SU-VND-BF,distributed,random_replay,0.8808703922865,0.82086325447875,0.88693148004875,0.923651016007,0.833375
distributed-su-vnd-iwss,SU-VND-IWSS,distributed,grayhole,0.7127706421405,0.69606147338375,0.71501765768375,0.7307244585054999,0.697875
distributed-su-vnd-iwss,SU-VND-IWSS,distributed,high_StNum,0.999499874969,0.99637484333575,0.999624859322,0.999749874937,0.99925
distributed-su-vnd-iwss,SU-VND-IWSS,distributed,injection,0.998435458218,0.99821568613975,0.9988735449095,1.0,0.997125
distributed-su-vnd-iwss,SU-VND-IWSS,distributed,inverse_replay,0.9969981237804999,0.9966848412555,0.997248671117,0.9976218072875,0.996375
distributed-su-vnd-iwss,SU-VND-IWSS,distributed,masquerade_fake_fault,0.9986879294190001,0.99821981572,0.9988130310005,0.9981271225655,0.999125
distributed-su-vnd-iwss,SU-VND-IWSS,distributed,masquerade_fake_normal,0.996056372043,0.9959618122880001,0.9964649603425,0.997492791422,0.994625
distributed-su-vnd-iwss,SU-VND-IWSS,distributed,normal,0.840358677763,0.83690998053075,0.84343583819725,0.8241241130785,0.8605625
distributed-su-vnd-iwss,SU-VND-IWSS,distributed,poisoned_high_rate,0.999562585919,0.999375078115,0.999625140572,0.9992504684455,0.99975
distributed-su-vnd-iwss,SU-VND-IWSS,distributed,random_replay,0.941239631175,0.93921855031,0.945263786992,0.957333661624,0.926375
distributed-su-vnd-iwssr,SU-VND-IWSSR,distributed,grayhole,0.7164647984004999,0.71596109176925,0.7217142410005,0.718851046481,0.71375
distributed-su-vnd-iwssr,SU-VND-IWSSR,distributed,high_StNum,0.9977514363605,0.99578297194025,0.999499874969,0.9976266237039999,0.998
distributed-su-vnd-iwssr,SU-VND-IWSSR,distributed,injection,0.998309643604,0.998121948166,0.998404314017,0.999749404644,0.9966250000000001
distributed-su-vnd-iwssr,SU-VND-IWSSR,distributed,inverse_replay,0.996624578072,0.996591336418,0.99693495014375,0.996874968555,0.9966250000000001
distributed-su-vnd-iwssr,SU-VND-IWSSR,distributed,masquerade_fake_fault,0.9978774501659999,0.996599167142,0.99881290610275,0.9967575441555,0.999
distributed-su-vnd-iwssr,SU-VND-IWSSR,distributed,masquerade_fake_normal,0.9953075333475,0.9947723711957499,0.99628129272,0.9962514042599999,0.9942500000000001
distributed-su-vnd-iwssr,SU-VND-IWSSR,distributed,normal,0.8361717305915,0.8344904844795,0.83762194000125,0.8300298656495,0.8465
distributed-su-vnd-iwssr,SU-VND-IWSSR,distributed,poisoned_high_rate,0.999437601542,0.999375078115,0.999500124969,0.999250281133,0.999625
distributed-su-vnd-iwssr,SU-VND-IWSSR,distributed,random_replay,0.939350489311,0.93523807624,0.9417936162225,0.957455117056,0.91925
monolith1-gr-bitflip,M1-GR-BF,monolith1,grayhole,0.724238733252,0.719304873442,0.724238733252,0.706175771971,0.74325
monolith1-gr-bitflip,M1-GR-BF,monolith1,high_StNum,0.993495121341,0.993495121341,0.999499749875,0.994241362043,0.99275
monolith1-gr-bitflip,M1-GR-BF,monolith1,injection,0.998498498498,0.992012791597,0.998498498498,0.999498997996,0.9975
monolith1-gr-bitflip,M1-GR-BF,monolith1,inverse_replay,0.986383510306,0.986383510306,0.990208385639,0.985767790262,0.987
monolith1-gr-bitflip,M1-GR-BF,monolith1,masquerade_fake_fault,0.977015778358,0.977015778358,0.995748937234,0.97110397629,0.983
monolith1-gr-bitflip,M1-GR-BF,monolith1,masquerade_fake_normal,0.992462311558,0.992462311558,0.995377888819,0.997474747475,0.9875
monolith1-gr-bitflip,M1-GR-BF,monolith1,normal,0.840630692883,0.8237529805485,0.840630692883,0.844929915393,0.836375
monolith1-gr-bitflip,M1-GR-BF,monolith1,poisoned_high_rate,0.99336255479,0.99336255479,0.998248686515,0.995232120452,0.9915
monolith1-gr-bitflip,M1-GR-BF,monolith1,random_replay,0.951052498098,0.899702342436,0.951052498098,0.96500257334,0.9375
monolith2-gr-iwss,M2-GR-IWSS,monolith2,grayhole,0.5807169999799999,0.40291855095925005,0.70743741700875,0.5409160892725,0.627
monolith2-gr-iwss,M2-GR-IWSS,monolith2,high_StNum,0.9629302580879999,0.46860481663275,0.99574355222125,0.9674173136569999,0.9585
monolith2-gr-iwss,M2-GR-IWSS,monolith2,injection,0.9942280361875,0.94138895615975,0.99953102723675,0.9977326085525,0.99075
monolith2-gr-iwss,M2-GR-IWSS,monolith2,inverse_replay,0.9587938777714999,0.542170705807,0.97151608601525,0.9409031480050001,0.9695
monolith2-gr-iwss,M2-GR-IWSS,monolith2,masquerade_fake_fault,0.763155945976,0.54997628408775,0.9743689196705,0.8224171590889999,0.712
monolith2-gr-iwss,M2-GR-IWSS,monolith2,masquerade_fake_normal,0.9460462254399999,0.6119722545290001,0.975292338906,0.9522273142355,0.94025
monolith2-gr-iwss,M2-GR-IWSS,monolith2,normal,0.6960747671295,0.53971618367175,0.727792813352,0.641274048145,0.741125
monolith2-gr-iwss,M2-GR-IWSS,monolith2,poisoned_high_rate,0.9707399883000001,0.93085884440675,0.98483328933625,0.988537259879,0.9485
monolith2-gr-iwss,M2-GR-IWSS,monolith2,random_replay,0.6603913154834999,0.22918465193725,0.76913830508075,0.7173187684169999,0.60575
